0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.095 4.36336687781 [19, 172, 177, 85, 176, 167, 47, 41, 97, 106, 49, 194, 156, 44, 58, 0, 6, 133, 73, 0, 25, 87, 13, 99, 10, 7, 55, 44, 125, 123]
0.765 4.17333177944 [153, 197, 12, 41, 58, 24, 36, 44, 155, 61, 48, 188, 86, 126, 197, 44, 102, 88, 10, 42, 43, 175, 176, 8, 130, 18, 145, 15, 28, 28]
0.545 4.31921438355 [109, 5, 69, 12, 95, 143, 66, 37, 17, 159, 174, 29, 172, 194, 94, 7, 113, 43, 118, 34, 61, 132, 93, 39, 145, 55, 0, 57, 46, 6]


0.63 4.17769316345 [126, 174, 51, 22, 50, 92, 42, 55, 40, 11, 41, 178, 172, 68, 126, 87, 51, 37, 153, 46, 80, 157, 197, 46, 31, 44, 30, 161, 4, 51]
0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.095 4.36336687781 [19, 172, 177, 85, 176, 167, 47, 41, 97, 106, 49, 194, 156, 44, 58, 0, 6, 133, 73, 0, 25, 87, 13, 99, 10, 7, 55, 44, 125, 123]
0.545 4.31921438355 [109, 5, 69, 12, 95, 143, 66, 37, 17, 159, 174, 29, 172, 194, 94, 7, 113, 43, 118, 34, 61, 132, 93, 39, 145, 55, 0, 57, 46, 6]
0.03 4.82749738179 [6, 138, 80, 8, 35, 6, 11, 10, 96, 169, 43, 173, 72, 173, 59, 92, 139, 83, 176, 108, 154, 40, 48, 126, 135, 184, 30, 69, 130, 35]
0.505 4.07195598668 [101, 130, 146, 50, 63, 30, 37, 30, 101, 8, 168, 15, 10, 129, 2, 63, 33, 48, 191, 149, 48, 66, 109, 93, 82, 68, 61, 52, 157, 37]
0.015 4.45599150889 [3, 97, 45, 4, 62, 132, 175, 58, 10, 55, 156, 47, 15, 49, 159, 191, 81, 98, 9, 4, 61, 100, 120, 124, 16, 183, 81, 75, 113, 16]
0.38 3.82318346873 [76, 42, 52, 11, 25, 96, 6, 175, 127, 7, 53, 70, 12, 125, 23, 37, 47, 6, 175, 36, 10, 53, 174, 133, 55, 13, 13, 157, 110, 74]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.03 4.82749738179 [6, 138, 80, 8, 35, 6, 11, 10, 96, 169, 43, 173, 72, 173, 59, 92, 139, 83, 176, 108, 154, 40, 48, 126, 135, 184, 30, 69, 130, 35]
0.015 4.45599150889 [3, 97, 45, 4, 62, 132, 175, 58, 10, 55, 156, 47, 15, 49, 159, 191, 81, 98, 9, 4, 61, 100, 120, 124, 16, 183, 81, 75, 113, 16]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
0.01 4.00392926756 [2, 16, 42, 47, 154, 67, 50, 42, 25, 49, 196, 81, 126, 6, 33, 47, 18, 183, 126, 12, 72, 163, 53, 64, 0, 68, 50, 30, 16, 125]


0.0 5.06086206897 [0, 177, 64, 123, 185, 189, 22, 16, 16, 50, 88, 68, 153, 134, 189, 29, 24, 52, 161, 50, 166, 133, 140, 197, 76, 52, 42, 156, 42, 0]
0.075 3.64576347452 [15, 104, 65, 87, 15, 50, 95, 87, 146, 105, 28, 13, 69, 87, 123, 0, 5, 73, 12, 6, 109, 10, 65, 2, 170, 23, 72, 63, 19, 130]
